Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Special,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Wide,Projectile Count,Damage Min,Damage Max,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Arc,Explosion Damage Min,Explosion Damage Max,Falloff,Chunks,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components,Studyable,Supporter Attribution
"5","Surveybot 24 Chip","Processor","Utility","1","","8","","1","1","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases terrain scanning density by 2000. (Requires data from a Terrain Scanner.)
 <stacks>","","","","","","","",
"291","Seismic Detector","Device","Utility","1","1","1","","20","","15","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables real-time seismic detection and analysis up to a distance of 22.
 <no_stack>","","1","2","51/25/17","","","zwolf",
"68","Transport Network Coupler","Processor","Utility","1","","1","","20","","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables real-time tracking of 0b10 Haulers across the entire floor. Only applies in 0b10-controlled areas.","","1","2","51/25/17","","","",
"5","Modified TNC","Processor","Utility","1","","5","Prototype","20","1","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables both real-time tracking of 0b10 Haulers across the entire floor, and gives access to their current manifest. Toggle active state to temporarily list all inventories in view. Only applies in 0b10-controlled areas.","","","","","","","",
"19","Encrypted Comm Array","Device","Utility","1","","5","","50","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables long-distance communication with Warlord forces to determine their composition and hiding locations. Toggle active state to temporarily list all squads in the area. If active while near a squad, will signal it to emerge and assist.","","","","","","","",
"6","0b10 Decoder Chip [Generic]","Processor","Utility","1","","5","","10","","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Decodes ambient 0b10 transmissions to extract bits of useful data over time. This variant is tuned to prioritize info about items, traps, exits, hidden doorways, interactive machines, and active patrol and security positions.
 <parallel_ok>","","","2","95/47/31","","","",
"12","0b10 Decoder Chip [Looter]","Processor","Utility","1","","5","","10","","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Decodes ambient 0b10 transmissions to extract bits of useful data over time. This variant is tuned to prioritize info about items.
 <parallel_ok>","","","2","95/47/31","","","",
"10","0b10 Decoder Chip [Scout]","Processor","Utility","1","","5","","10","","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Decodes ambient 0b10 transmissions to extract bits of useful data over time. This variant is tuned to prioritize info about traps, exits, garrisons, and hidden doorways.
 <parallel_ok>","","","2","95/47/31","","","",
"6","0b10 Decoder Chip [Skirmisher]","Processor","Utility","1","","5","","10","","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Decodes ambient 0b10 transmissions to extract bits of useful data over time. This variant is tuned to prioritize info about garrisons and active patrol, investigation, reinforcement, and security positions.
 <parallel_ok>","","","2","95/47/31","","","",
"4","0b10 Alert Chip","Processor","Utility","1","","5","Prototype","10","1","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Analyzes ambient 0b10 signals to gauge the current alert level, and reduces all influence increases by 20%.","","","","","","","",
"7","Salvage Targeting Computer","Processor","Utility","1","","2","","22","","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases salvage recovered from targets, +1 modifier. Compatible only with gun-type weapons that fire a single projectile.
 <stacks>","","1","2","62/31/20","","","blelm",
"11","Imp. Salvage Targeting Computer","Processor","Utility","1","","4","","27","","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases salvage recovered from targets, +2 modifier. Compatible only with gun-type weapons that fire a single projectile.
 <stacks>","","1","2","84/42/28","","","MistaCow",
"12","Mak. Salvage Targeting Computer","Processor","Utility","1","","4","","5","","2","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases salvage recovered from targets, +4 modifier. Compatible only with gun-type weapons that fire a single projectile.
 <stacks>","","","1","84/42/28","","","",
"20","Adv. Salvage Targeting Computer","Processor","Utility","1","","6","","31","","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases salvage recovered from targets, +3 modifier. Compatible only with gun-type weapons that fire a single projectile.
 <stacks>","","1","2","106/53/35","","","Xan",
"1","Exp. Salvage Targeting Computer","Processor","Utility","1","","8","Prototype","35","1","1","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases salvage recovered from targets, +5 modifier. Compatible only with gun-type weapons that fire a single projectile.
 <stacks>","","","","","","","",
"-1","Partition Strike Chip","Processor","Utility","1","","5","","5","","2","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases salvage recovered from targets, +3 modifier. Compatible only with gun- or cannon-type weapons that fire a single projectile.
 <stacks>","","","1","95/47/31","","","",
"27","Asb. Combat Suite","Device","Utility","1","2","8","Prototype","60","1","8","Fragile","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases non-melee weapon accuracy by 8% <stacks>. Increases target core exposure by 8%. Reduces enemy ranged targeting accuracy by 8%.
 <no_stack>","","","","","","","",
"53","Targeting Computer","Processor","Utility","1","","1","","10","","2","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases non-melee weapon accuracy by 5%.
 <stacks>","","1","3","51/25/17","","","Chrysophrase",
"102","Imp. Targeting Computer","Processor","Utility","1","","2","","15","","2","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases non-melee weapon accuracy by 6%.
 <stacks>","","1","2","62/31/20","","","Itti",
"2","Mak. Targeting Computer","Processor","Utility","1","","2","","3","","5","Fragile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases non-melee weapon accuracy by 10%.
 <stacks>","","","1","62/31/20","","","",
