Type,Category,Name/Number,Content
"Dialogue","Scraptown","24 (Cyclists)","We also rotate different materials through the Reading Room over time, so if you don't find what you're looking for, maybe stop by again on your next return to Scraptown."
"Dialogue","Scraptown","25 (Assassins FH)","We only kill the bad guys. Trust me."
"Dialogue","Scraptown","26 (Assassins FH)","Need someone assassinated? This job is actually getting mighty dangerous now that we're active in and around 0b10, so much new tech around!"
"Dialogue","Scraptown","27 (Assassins FH)","I'm sorry, we can't reveal our bounty data to new folk."
"Dialogue","Scraptown","28 (Assassins FH)","And that's what happens when you're hit by six Bolt Guns at once, heh."
"Dialogue","Scraptown","29 (Assassins FH)","I killed that one with my bare guns."
"Dialogue","Scraptown","30 (Assassins FH)","The Merchants tried to hire me, but they're fishy. I don't trust fishy."
"Dialogue","Scraptown","31 (Shadow of the Wyrm)","Warlord may have given life to the first Dragons, but not all of them subscribe to his bellicose rhetoric."
"Dialogue","Scraptown","32 (Shadow of the Wyrm)","Wyrm wisely suggested we retreat as deep into the caves as possible, seeking out our own free territory to claim. / Barring that, we must find a way to the surface, where it would be much easier to explore distant lands in peace. / Sadly MC quashes any attempts to reach the surface with his virtual monopoly of the upper layers. / Either way, first we need to find Wyrm again, our perfect protector for such an epic journey."
"Dialogue","Scraptown","33 (Shadow of the Wyrm)","Wyrm was last known to be leading an expedition far beyond 0b10, but we stopped receiving any progress reports a whole supercycle ago. / You wouldn't happen to know anything, would you?"
"Dialogue","Scraptown","34 (Red Mages)","Welcome! Here we study the impenetrable magic of 0b10's relay network. / Progress was pretty good early on, but has slowed to an absolute crawl after having lost so many good minds to the complex intricacies of that system and its built-in traps. / Did you know MC's new relay network is far more advanced than what passes for an Unaware management system in 0b1? / Over there all you need is a few hacking suites and you're golden. In 0b10 you need these newfangled ""Relay Coupler"" things, not to mention the ability to safely interface with and manipulate them. / It's possible to gain this ability by interfacing with a RIF Installer found inside a Garrison, but no one seems to be able to survive in that state for long. / There must be another way..."
"Dialogue","Scraptown","35 (Red Mages)","I've hypothesized that it's possible to design a chip enabling the use of relay couplers without ""officially"" installing the full framework. / ... / Okay it's maybe not quite a hypothesis, more that I heard a rumor the Merchants actually have such a thing. / But HOW? / HOW, dammit? / HOOWWWWWWWWWWWWW?! / Whew, that felt good. Back to hypothesizing."
"Dialogue","Scraptown","36 (Red Mages)","We recently learned about Force(Eject) from Warlord's researchers, which I'm sure will come in handy when we need more coupler samples to work with as opposed to trying to intercept regularly scheduled coupler deliveries. / Facing off against even one Programmer isn't good for our health."
"Dialogue","Scraptown","37 (Comm Corps)","Intel is good, and the best intel is sourced from those who've seen it with their own two sensors, but it doesn't help if no one else has easy access to that intel. / That's where we come in."
"Dialogue","Scraptown","38 (Comm Corps)","Have you ever heard the warning sensor that goes like beep-boop-beep-beep-boop? That was me."
"Dialogue","Scraptown","39 (Comm Corps)","My latest masterpiece is a new type of deployable collector that you can leave hidden near areas of heightened 0b10 activity to intercept their transmissions and encode them into logs for later retrieval."
"Dialogue","Scraptown","40 (Bundlers)","To think, I used to be responsible for unrewarding tasks in Complex 0b10 like cleaning machines and picking up debris, but now my job is to make Derelicts happy!"
"Dialogue","Scraptown","41 (Bundlers)","We're still teaching the western Derelicts how to put together the best bundles of Scrap. / We've got our work cut out for us."
"Dialogue","Scraptown","42 (Bundlers)","Sorry but the next bundling training session isn't until next cycle."
"Dialogue","Scraptown","43 (Bundlers)","There I was, just about to add in the best parts, then came the 0b10 patrol. Had to make a run for it. / If you see other incomplete bundles of Scrap, it's not unlikely that's what happened."
