Name,Class,Tier,Threat,Rating,Value,Size Class,Size,Profile,Memory,Spot %,Movement,Speed,Speed %,Sight Range,Energy Generation,Heat Dissipation,Core Integrity,Core Exposure,Core Exposure %,Salvage Potential,Accuracy,Melee Accuracy,Inventory Capacity,Hacking Availability,Hacking Difficulty,Power Slots,Propulsion Slots,Utility Slots,Weapon Slots,Kinetic,Thermal,Explosive,Electromagnetic,Impact,Slashing,Piercing,Immunities,Traits,Fabrication Count,Fabrication Time,Armament,Components,Analysis
"A2","Special","10","5","252","1","Medium","1","RD5X5","-2","100","Hovering","37","270","16","132","106","150","433","25","70~90","60","70","1","MANUAL","","2","3","17","2","","25%","50%","75%","25%","25%","25%","Coring, Hacking/RIF, Jamming","Scan Cloak (5): Hides this robot from sensors without a Signal Interpreter of at least strength 5.","","","2x Gatling Beam","2x Imp. Quantum Reactor, 3x Cmb. Antigrav System, ST Field Compressor, Exp. Power Amplifier, Hvy. Regenerative Plating, Exp. Core Shielding, Exp. Weapon Shielding, Adv. Quantum Shading Machine, 2x Deep Network Scanner, 2x Quantum Router, 2x Exp. Cooling System, Exp. Energy Well, Exp. Phase Shifter, Exp. Thermal Defense Suite, Adv. Remote Force Field","",
"Zhirov","Special","8","4","128","1","Medium","1","RD5X5","50","100","Hovering","46","217","16","38","25","120","125","24","70~90","60","70","6","MANUAL","","1","2","7","2","","","25%","75%","","","","Coring, Disruption, Hacking/RIF, Jamming, Meltdown","","","","Exp. Stasis Projector, Hvy. Tesla Rifle","Com. Particle Reactor, 2x Cld. Antigrav System, Imp. Core Shielding, Adv. Cryofiber Web, Exp. Terrain Scanner, Exp. Terrain Scan Processor, Exp. Transmission Jammer, Deep Network Scanner, Quantum Router","",
"Perun","Special","8","5","131","1","Large","1","RD7X7","40","100","Walking","100","100","16","68","107","200","322","24","80~105","68","70","1","ALL","GODLY","1","2","7","3","","","50%","","","-50%","","Coring, Hacking/RIF, Jamming","","","","3x Imp. Arc Thrower","Com. Particle Reactor, 2x Enh. Biometal Leg, Adv. Powered Armor, 3x Adv. Heat Sink, Exp. Energy Well, Adv. Dynamic Insulation System, Adv. Targeting Computer","",
"Svarog","Special","8","5","113","1","Large","1","RD7X7","40","100","Walking","100","100","16","28","112","200","287","24","80~105","68","70","1","ALL","GODLY","1","2","5","2","","","50%","","","-50%","","Coring, Hacking/RIF, Jamming","","","","2x Nova Cannon","Com. Particle Reactor, 2x Enh. Biometal Leg, Adv. Powered Armor, 2x Adv. Cooling System, Adv. Targeting Computer, Adv. Particle Charger","",
"Data Miner","Special","5","4","59","1","Small","1","SQ3X3","20","","Hovering","60","166","16","18","15","30","98","39","20~30","60","70","1","MANUAL","","1","2","4","","","","","90%","","","","Coring, Disruption, Hacking/RIF, Jamming","","","","","Lgt. Angular Momentum Engine, Gravmag Array, System Mapper, Deep Network Scanner, Ghost Barrier, Quantum Router","",
"God Mode","Special","8","5","159","1","Large","2","SQ9X9","50","100","Treading","160","62","20","73","104","200","1524","40","200~400","66","70","1","MANUAL","","3","6","12","5","25%","","25%","50%","","","","Coring, Hacking/RIF, Jamming","","","","5x Slug Cannon","3x Antimatter Reactor, 3x Hvy. Treads, Core Shielding, Weapon Shielding, Imp. Focal Shield, Hvy. Armor Plating, Shock Absorption System, 2x Imp. Cooling System, Adv. Energy Well, Recoil Stabilizer, Imp. Targeting Computer, Adv. Visual Processing Unit","",
"God Mode","Special","8","5","369","2000","Large","2","SQ9X9","50","100","Treading","160","62","22","114","162","1000","1670","39","500~1000","68","70","1","MANUAL","","4","8","12","5","30%","25%","25%","100%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Jamming, Meltdown","","","","2x Hvy. Beamcaster, 2x Bore Cannon, Micro-nuke Launcher","4x Antimatter Reactor, 4x Hvy. Treads, Imp. Core Shielding, Imp. Weapon Shielding, Adv. Focal Shield, Hvy. Reflective Plating, Shock Absorption System, 2x Adv. Cooling System, Exp. Energy Well, Adv. Recoil Stabilizer, Adv. Targeting Computer, Enh. Optical Array","",
"Warlord","Special","8","5","220","2000","Large","1","RD7X7","100","100","Treading","170","58","22","56","126","400","613","24","150~300","72","70","1","MANUAL","","2","4","10","3","","30%","50%","100%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Meltdown","","","","Imp. Arc Thrower, Com. HERF Cannon, Hyp. Railgun","2x Particle Reactor, 2x Arm. Heavy Treads, Imp. Weapon Shielding, Centrium Medium Armor Plating, Adv. Thermal Shield, Adv. Powered Armor, 2x Exp. Cooling System, Adv. Energy Well, Imp. Phase Shifter, Exp. Targeting Computer, Enh. Optical Array","",
"Warlord","Special","10","5","278","1","Large","1","RD7X7","100","100","Treading","160","62","22","56","126","500","760","24","150~300","72","70","1","MANUAL","","2","4","11","4","","30%","50%","100%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Meltdown","","","","2x Blast Cannon","2x Particle Reactor, 2x Enh. Armored Heavy Treads, Exp. Weapon Shielding, Centrium Medium Armor Plating, Adv. Thermal Shield, Exp. Powered Armor, 2x Exp. Cooling System, Adv. Energy Well, Lrn. Tractor Beam, Adv. Phase Shifter, Exp. Targeting Computer, Enh. Optical Array","",
"Warlord AM-PH4","Special","2","5","64","","Large","1","RD7X7","100","","Treading","320","31","16","41","94","100","499","24","150~300","60","70","1","-","","3","5","6","5","","","","100%","","","","Coring, Dismemberment, Hacking/RIF, Meltdown","","","","2x Particle Gun, 2x Battle Rifle, Battle Cannon","3x Imp. Ion Engine, Imp. Treads, 2x Arm. Huge Wheel, Weapon Shielding, 2x Med. Armor Plating, 2x Cooling System, Hcp. Matter Pod","",
"Warlord MG-163","Special","3","5","75","","Large","1","RD7X7","100","","Treading","250","40","16","38","92","120","740","24","150~300","68","70","1","-","","2","2","8","5","","","","100%","","","","Coring, Dismemberment, Hacking/RIF, Meltdown","","","","Field Laser OR 2x Riot Gun, 2x Barrage Gun, Hvy. Particle Cannon OR Assault Cannon","2x Deuterium Engine, 2x Arm. Treads, 2x Hvy. Armor Plating, 3x Imp. Heat Sink, Adv. Targeting Computer","",
"Warlord HL-1SK","Special","4","5","127","","Large","1","RD7X7","100","","Treading","240","41","16","42","104","180","706","24","150~300","60","78","1","-","","2","2","15","4","","","","100%","","","","Coring, Dismemberment, Hacking/RIF, Meltdown","","","","2x Greatsword","2x Rnf. Deuterium Engine, 2x Med. Treads, 2x Imp. Weapon Shielding, 2x Hrd. Heavy Armor Plating, 2x Imp. Cooling System, Phase Shifter, 3x Microactuators, Force Booster, 2x Imp. Melee Analysis Suite","",
"Warlord SH-K8T","Special","5","5","117","","Large","1","RD7X7","100","","Treading","240","41","16","46","104","240","516","24","150~300","74","70","1","-","","2","2","8","4","40%","","","100%","","","","Coring, Dismemberment, Hacking/RIF, Meltdown","","","","2x Plasma Rifle OR 2x Beamcaster OR 2x Arc Thrower, Hvy. Machine Gun, Hvy. Plasma Cannon OR Bore Cannon","2x Angular Momentum Engine, 2x Imp. Medium Treads, Core Shielding, Lyr. Medium Armor Plating, Hvy. Reactive Plating, 2x Imp. Cooling System, Imp. Targeting Computer, Adv. Targeting Computer","",
"Warlord D3-CKR","Special","6","5","163","","Large","1","RD7X7","100","","Treading","330","30","16","48","112","260","609","24","150~300","60","70","1","-","","2","2","12","4","","25%","50%","100%","","","","Coring, Dismemberment, Hacking/RIF, Meltdown","","","","Hvy. Rocket Launcher, Shock Bomb Launcher OR Imp. Grenade Launcher, Smartbomb Launcher","2x Rnf. Fission Core, 2x Arm. Medium Treads, 3x Lyr. Medium Armor Plating, Imp. Shock Absorption System, Imp. Thermal Shield, 2x Adv. Cooling System, Lrn. Tractor Beam, Matter Filter, Imp. Matter Compressor, Point Defense System, Imp. Launcher Guidance Computer","",
"Warlord 4Z-XS3","Special","7","5","178","","Large","1","RD7X7","100","","Treading","160","62","16","52","81","320","733","24","150~300","60","70","1","-","","2","4","8","4","","25%","","100%","","","","Coring, Dismemberment, Hacking/RIF, Meltdown","","","","2x Phase Gun OR 2x Dispersion Rifle OR 2x Imp. Arc Thrower, Railgun, Hvy. Neutron Cannon OR Hardcell Cannon","2x Antimatter Reactor, 2x Hvy. Treads, Lyr. Heavy Armor Plating, Hvy. Reflective Plating, Adv. Cooling System, 2x Adv. Coolant Injector, Imp. Weapon Cycler","",
"Warlord KY-Z71","Special","8","5","227","","Large","1","RD7X7","100","","Treading","225","44","16","77","112","350","396","19","150~300","60","70","1","-","","3","3","16","3","","","","100%","","","","Coring, Dismemberment, Hacking/RIF, Meltdown","","","","2x Quantum Rifle, Nova Cannon OR Linear Accelerator","3x Rnf. Antimatter Reactor, 3x Adv. Medium Treads, Imp. Core Shielding, Imp. Utility Shielding, Lyr. Heavy Armor Plating, Adv. Force Field, Power Amplifier, 2x Adv. Cooling System, 2x Adv. Coolant Injector, 4x Energy Well, Imp. Particle Charger, Lrn. Sensor Array","",
"Sigix Warrior","Special","10","5","1204","1","Large","1","RD7X7","20","","Walking","30","333","22","40","100","100","304","","70~100","75","80","2","-","","","3","","4","50%","50%","50%","100%","50%","50%","50%","Criticals, Dismemberment, Disruption, Hacking/RIF, Jamming, Meltdown","","","","2x Sigix Sheargun","Sigix Exoskeleton","",
"Superfortress","Special","10","5","481","1","Huge","3","SQ9X9","20","100","Treading","160","62","16","104","138","1000","892","25","500~1000","60","70","1","MANUAL","","3","8","15","4","25%","50%","50%","100%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Meltdown","Core Regeneration (5): Regenerates 5 core integrity every turn.","","","","3x Cep. Zero-point Core, 4x Exp. Heavy Siege Treads, 2x Centrium Heavy Armor Plating, Thermal Barrier, Exp. Cooling System, 2x Exp. Coolant Injector, Cep. Antimissile System, Exp. EM Disruption Field, Exp. Force Field, Prc. Energy Filter, Cep. Chromion Battery, Cep. Matter Streamer, Cep. NT7 Matterbank","",
"MAIN.C","Special","10","5","343","1","Huge","3","SQ9X9","100","100","Treading","160","62","22","120","280","500","885","24","500~1000","60","70","1","MANUAL","","3","4","11","6","","","","100%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Jamming, Meltdown","Core Regeneration (5): Regenerates 5 core integrity every turn.","","","2x Hvy. Quantum Rifle, 2x Hpw. Disruptor Cannon","Singularity Reactor, 2x Hds. Centrium Heavy Treads, 2x Centrium Heavy Armor Plating, 2x Coolant Network, 2x Exp. Energy Well, Enh. Optical Array","",
"MAIN.C","Special","10","5","305","1","Large","1","RD7X7","200","100","Hovering","34","294","22","156","100","500","651","24","150~300","72","70","1","MANUAL","","2","5","11","6","","75%","75%","100%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Jamming, Meltdown","Core Regeneration (5): Regenerates 5 core integrity every turn.","","","4x Imp. Heavy Machine Gun, Omega Cannon","2x Zero-point Reactor, 5x Cld. Antigrav System, 2x Exp. Powered Armor, Exp. Propulsion Shielding, Exp. Weapon Shielding, Adv. Point Defense System, Thermal Barrier, Exp. Shock Absorption System, Adv. Quantum Shading Machine, Exp. Matter Compressor, Exp. Targeting Computer, Enh. Optical Array","",
"Architect","Special","10","5","345","1","Large","1","RD7X7","-2","100","Hovering","28","357","22","156","150","400","547","25","150~300","60","70","2","-","","2","4","16","3","25%","","25%","100%","25%","25%","25%","Coring, Dismemberment, Disruption, Hacking/RIF, Jamming, Meltdown","Core Regeneration (5): Regenerates 5 core integrity every turn.

Part Regeneration (5): All attached parts regenerate 5 integrity every turn. Also regenerates one missing part every ten turns.

Scan Cloak (5): Hides this robot from sensors without a Signal Interpreter of at least strength 5.","","","3x Modified Sigix Sheargun","2x Zero-point Reactor, 4x Cld. Linear Gravjet, 2x Centrium Linked Plating, Adv. Quantum Shading Machine, 4x Architect God Chip A, 4x Architect God Chip D, Exp. Propulsion Shielding, Exp. Phase Shifter, Imp. Armor Integrity Analyzer, Exp. Core Analyzer, Enh. Optical Array","",
"Anomaly","Anomaly","1","3","17","30","Tiny","1","SQ3X3","20","","Flying","30","333","16","5","20","50","60","100","10~20","60","70","50","MANUAL","","1","2","","","","","","75%","","","","Hacking","","","","","Etherial Propulsion","",
"Lesser Abomination","Abomination","1","1","29","60","Large","1","RD7X7","30","20","Walking","180","55","16","50","999","30","200","100","25~75","60","70","","MANUAL","","2","7","6","3","","-25%","","75%","","","","Hacking, Meltdown","","","","Etherial Claws","Etherial Tendrils","",
"Minor Abomination","Abomination","3","2","37","80","Large","1","RD7X7","30","20","Walking","180","55","16","50","999","50","200","100","50~100","60","70","","MANUAL","","2","7","6","4","","-25%","","75%","","","","Hacking, Meltdown","","","","Etherial Claws","Etherial Tendrils","",
"Greater Abomination","Abomination","5","3","45","100","Large","1","RD7X7","40","20","Walking","180","55","16","50","999","70","200","100","70~120","60","70","","MANUAL","","2","7","8","4","","-25%","","75%","","","","Hacking, Meltdown","","","","Etherial Claws","Etherial Tendrils","",
"Major Abomination","Abomination","7","4","53","120","Large","1","RD7X7","50","20","Walking","180","55","16","75","999","90","200","100","80~130","60","70","","MANUAL","","2","7","8","5","","-25%","","75%","","","","Coring, Hacking, Meltdown","","","","Etherial Claws","Etherial Tendrils","",
"Ultimate Abomination","Abomination","9","5","61","150","Large","1","RD7X7","60","20","Walking","180","55","16","100","999","110","200","100","90~140","60","70","","MANUAL","","3","7","8","6","","-25%","","75%","","","","Coring, Disruption, Hacking, Meltdown","","","","Etherial Claws","Etherial Tendrils","",
"Final Abomination","Special","10","5","128","10000","Huge","3","SQ9X9","60","100","Walking","180","55","16","100","999","250","200","100","150~300","60","70","","MANUAL","","4","6","8","8","","-25%","","90%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Meltdown","","","","Etherial Claws, Etherial Claws","Etherial Tendrils, Etherial Tendrils","",
"Player","Special","10","5","50","500","Medium","1","RD5X5","50","50","Core","50","200","16","20","25","250","100","100","25~100","60","70","4","-","","2","4","6","3","","","","","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","","","",
"Player 2","Special","10","5","50","500","Medium","1","RD5X5","50","50","Core","50","200","16","20","25","250","100","100","25~100","60","70","4","-","","1","2","2","2","","","","","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","","","",
"Sauler","Hauler (Prototype)","10","5","139","500","Large","1","SQ9X9","10","","Treading","240","41","14","29","176","200","536","34","90~150","60","70","","MANUAL","","1","4","7","6","","","","67%","","","","Disruption, Hacking","","","","PD Laser, PD Laser","Deuterium Engine, 2x Imp. Heavy Treads, Gravity Neutralizer, Transport Network Coupler, Com. Battery, Exp. Heat Sink, Adv. Coolant Injector, Cargo Storage Unit","",
"Elf","Swarmer (Prototype)","5","3","48","40","Small","1","SQ3X3","30","50","Flying","24","416","20","64","59","25","463","50","20~40","68","70","","MANUAL","","1","3","4","1","","","","50%","","","","Hacking","","","","Hpw. Shotgun OR Flak Gun OR Hvy. Battle Rifle OR Hvy. Machine Gun OR Coil Gun OR Bore Cannon OR Field Laser OR Gatling Laser OR Beamcaster OR Backup Laser VII OR Phase Cannon","Lgt. Neutrino Core, 3x Imp. Surge Thruster, Adv. Heat Sink, Phase Shifter, Adv. Visual Processing Unit, Adv. Targeting Computer","",
