Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Siege,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Projectile Count,Damage,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Damage,Falloff,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components
"23","Prc. Energy Filter","Device","Utility","1","5","6","Prototype","60","","50","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces energy cost of firing any weapon by 50%.
 <half_stack>","","1","1","169/84/56","",
"9","Particle Charger","Device","Utility","1","3","3","","25","","50","","","5","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases energy gun/cannon damage by 15%.
 <half_stack>","","1","2","73/36/24","",
"34","Imp. Particle Charger","Device","Utility","1","4","5","","35","","50","","","7","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases energy gun/cannon damage by 20%.
 <half_stack>","","1","2","95/47/31","",
"40","Adv. Particle Charger","Device","Utility","1","5","7","","45","","50","","","9","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases energy gun/cannon damage by 25%.
 <half_stack>","","1","2","117/58/39","",
"31","Particle Accelerator","Device","Utility","1","3","7","Prototype","50","","50","","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases energy gun/cannon damage by 30%.
 <half_stack>","","1","1","187/93/62","",
"2","Imp. Particle Accelerator","Device","Utility","1","4","8","Prototype","60","","50","","","15","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases energy gun/cannon damage by 40%.
 <half_stack>","","1","1","204/102/68","",
"7","Adv. Particle Accelerator","Device","Utility","1","5","9","Prototype","70","1","50","","","20","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases energy gun/cannon damage by 50%.
 <half_stack>","","1","1","222/111/74","",
"9","Kinecellerator","Device","Utility","1","4","4","","50","","50","","","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases ballistic gun/cannon minimum damage by 30%, but cannot increase it beyond the weapon's maximum.
 <no_stack>","","1","1","84/42/28","",
"5","Imp. Kinecellerator","Device","Utility","1","5","6","","70","","50","","","6","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases ballistic gun/cannon minimum damage by 40%, but cannot increase it beyond the weapon's maximum.
 <no_stack>","","1","1","106/53/35","",
"33","Adv. Kinecellerator","Device","Utility","1","6","8","Prototype","90","","50","","","8","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases ballistic gun/cannon minimum damage by 50%, but cannot increase it beyond the weapon's maximum.
 <no_stack>","","1","1","204/102/68","",
"4","Launcher Loader","Device","Utility","2","12","5","","100","","50","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces firing time for any launcher by 50%, if fired alone. Incompatible with Weapon Cyclers and autonomous or overloaded weapons.
 <no_stack>","","1","2","95/47/31","",
"34","Quantum Capacitor","Device","Utility","2","5","7","","80","","20","","","5","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces firing time for an energy gun or cannon by 50%, if fired alone. Incompatible with Weapon Cyclers and autonomous or overloaded weapons.
 <no_stack>","","1","2","117/58/39","",
"35","Weapon Cycler","Device","Utility","1","1","4","","40","","10","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces collective firing time of all guns, cannons, and launchers by 15%. Incompatible with Quantum Capacitor and autonomous weapons.
 <stacks, capped at 30%>","","1","2","84/42/28","",
"52","Imp. Weapon Cycler","Device","Utility","1","1","6","","40","","10","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces collective firing time of all guns, cannons, and launchers by 20%. Incompatible with Quantum Capacitor and autonomous weapons.
 <stacks, capped at 30%>","","1","2","106/53/35","",
"93","Adv. Weapon Cycler","Device","Utility","1","1","8","","50","","10","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces collective firing time of all guns, cannons, and launchers by 25%. Incompatible with Quantum Capacitor and autonomous weapons.
 <stacks, capped at 30%>","","1","2","128/64/42","",
"45","Exp. Weapon Cycler","Device","Utility","1","1","9","Prototype","60","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces collective firing time of all guns, cannons, and launchers by 30%. Incompatible with Quantum Capacitor and autonomous weapons.
 <stacks, capped at 30%>","","1","1","222/111/74","",
"61","Microactuators","Device","Utility","1","2","4","","40","","15","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces melee attack time by 20%.
 <stacks, capped at 50%>","","1","2","84/42/28","",
"13","Nanoactuators","Device","Utility","1","1","7","","40","","12","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces melee attack time by 30%.
 <stacks, capped at 50%>","","1","2","117/58/39","",
"16","Femtoactuators","Device","Utility","1","1","9","Prototype","40","1","8","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces melee attack time by 50%.
 <stacks, capped at 50%>","","1","1","222/111/74","",
"1","Actuator Array","Device","Utility","1","5","3","","100","","25","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases per-weapon chance of follow-up melee attacks by 10%.
 <half_stack>","","1","1","73/36/24","",
"7","Imp. Actuator Array","Device","Utility","1","6","5","","120","","25","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases per-weapon chance of follow-up melee attacks by 12%.
 <half_stack>","","1","1","95/47/31","",
"3","Adv. Actuator Array","Device","Utility","1","7","7","","140","","25","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases per-weapon chance of follow-up melee attacks by 16%.
 <half_stack>","","1","1","117/58/39","",
"7","Exp. Actuator Array","Device","Utility","1","5","9","Prototype","160","1","25","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases per-weapon chance of follow-up melee attacks by 20%.
 <half_stack>","","1","1","222/111/74","",
"1","Force Booster","Device","Utility","1","2","4","","80","","12","","","10","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases effective momentum by 3 for melee attacks and ramming.
 <stacks>","","1","2","84/42/28","",
"4","Imp. Force Booster","Device","Utility","1","2","7","","90","","16","","","12","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases effective momentum by 4 for melee attacks and ramming.
 <stacks>","","1","2","117/58/39","",
"6","Adv. Force Booster","Device","Utility","1","2","9","","100","","20","","","14","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases effective momentum by 5 for melee attacks and ramming.
 <stacks>","","1","2","139/69/46","",
"11","Stasis Canceller","Device","Utility","1","4","8","","30","","50","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reduces strength of stasis beams targeting self by 1, and for fliers/hoverers ignores the beam's negation of the 10%/5% dodge bonus. Also attempts to escape a stasis trap are 2x as effective (fliers/hoverers also ignore the dodge reduction in stasis traps). 
 <stacks>","","1","1","128/64/42","",
